,Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,Related Purchase,Yes_Florence,No_Florence,Name,Phone_No.,Address,Job
133,134,1131,1,302.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Robert Turner,+1-115-609-8863x350,"2423 Scott Hills
Stewartview, MO 25651",Theatre stage manager
134,135,1138,1,51.0,4.0,2.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Patricia Bailey,363.419.4952x083,"28383 Tina Mountain Apt. 696
New Peter, IL 81031",Theatre stage manager
135,136,1141,1,35.0,18.0,2.0,22,1,0,1,0,0,0,0,1,0,0,0,1,0,1,Christopher Bowen,4168658056,"Unit 2061 Box 1661
DPO AP 50197","Engineer, site"
136,137,1142,0,150.0,2.0,10.0,28,1,1,1,2,1,0,0,0,1,0,0,1,0,1,Jonathan Fleming,353-002-3379x43187,"207 Karen Junction
East Bruce, MI 95503",Research scientist (medical)
137,138,1149,1,136.0,6.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shelia Duncan,001-991-172-6097x927,"387 Carlos Trail
Alexanderstad, AR 31842",Further education lecturer
138,139,1151,1,244.0,32.0,1.0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Manuel Johnson,+1-737-595-4861x328,"3702 Lopez Vista Apt. 632
Lake Leroy, LA 11670",Medical technical officer
139,140,1160,1,64.0,32.0,1.0,32,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Chad Williamson,+1-543-859-6515x4615,"PSC 5847, Box 4606
APO AA 18373","Journalist, newspaper"
140,141,1161,1,89.0,4.0,2.0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Wendy Schultz,+1-436-297-4124,"PSC 0504, Box 2166
APO AE 48414",Chartered legal executive (England and Wales)
141,142,1169,1,265.0,,1.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Lisa Turner,+1-587-252-5005x0165,"960 Carlson Streets Apt. 463
East Jesseside, MS 51317",Conference centre manager
142,143,1170,0,163.0,14.0,1.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sarah Andrews,+1-337-731-2519x09420,"47396 Wong Route
South Tiffany, IL 41245",Herbalist
143,144,1172,1,216.0,14.0,2.0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Shawn Potter,751-274-9232x6198,"6452 Marcus Crossroad Apt. 612
East Matthewmouth, VT 31683",General practice doctor
144,145,1185,1,283.0,14.0,9.0,46,1,2,3,0,2,0,1,2,1,0,0,4,0,1,Monica Martin,(047)595-4300x13478,"USNV Lopez
FPO AE 69828",Field trials officer
145,146,1195,1,294.0,14.0,2.0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Connor Evans,+1-116-090-7265x1947,"54123 Mckinney Port Apt. 372
West Tiffanyborough, CO 30011",Amenity horticulturist
146,147,1222,1,307.0,36.0,5.0,60,1,0,2,0,0,0,2,1,0,0,0,3,0,1,Mr. Adam Kirby,159-099-8472,"81606 Levi Bridge Suite 856
Port Christophermouth, LA 73111",Tour manager
147,148,1227,1,131.0,16.0,1.0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,David Jones,759-041-0025,"3836 Brandt Summit Apt. 284
Kentberg, NM 98850",Agricultural engineer
148,149,1230,1,359.0,18.0,9.0,48,1,0,3,2,0,2,1,0,0,0,0,3,0,1,Jennifer Cox,+1-345-857-3436x3061,"07479 Jerry Road
North Julie, IA 13977","Engineer, water"
149,150,1238,0,101.0,,4.0,26,0,2,0,0,2,0,0,0,0,0,0,0,0,1,Ashley Brown,(338)437-5080x011,"3253 Davenport Square Suite 584
Evanstown, CO 70233",Solicitor
150,151,1248,1,246.0,18.0,1.0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Jennifer Walters,425.880.2148,"1569 Bradley Plaza
Rodriguezview, KY 90991",Musician
151,152,1253,0,285.0,12.0,2.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Ronald Evans,220-475-6275,"345 John Drive Apt. 356
Lake Michael, WY 14544",Sport and exercise psychologist
152,153,1261,1,157.0,26.0,1.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Diana Berry,634.764.7394x627,"077 Scott Port Apt. 643
South Derek, HI 13854","Sales professional, IT"
153,154,1263,1,120.0,8.0,5.0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Laura Gillespie,001-907-517-9092,"564 Hunt Rue Apt. 694
North Andrewmouth, GA 08264",Amenity horticulturist
154,155,1283,1,217.0,,2.0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Angela Smith,398-235-6596,"6455 Theresa Walks
Port Alexanderview, KY 91982",Gaffer
155,156,1300,1,200.0,4.0,9.0,30,2,2,1,0,2,0,0,0,0,0,0,0,0,1,Tanya Ingram,(362)561-7284x34846,"3221 Mark Oval Apt. 595
Matthewland, WI 83070","Engineer, chemical"
156,157,1313,1,100.0,12.0,4.0,32,0,0,0,2,1,0,0,0,0,0,0,0,0,1,Sheri Miller,001-787-256-8000,"USCGC Gardner
FPO AA 86461","Journalist, broadcasting"
157,158,1319,1,309.0,4.0,11.0,40,1,1,2,2,0,0,1,1,0,0,0,2,0,1,Kathy Lawson,(944)241-0088,"USCGC Sweeney
FPO AA 15532",Actuary
158,159,1323,0,354.0,,10.0,56,1,3,4,1,0,0,0,0,0,0,0,0,0,1,Shirley Clark,018.002.8480,"011 Carter Valley
Lake Ashleyside, WY 01985",Radio broadcast assistant
159,160,1329,1,163.0,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andrew Burch,5902665777,"2212 Jill Extensions
Andersontown, MA 81314",Advertising account planner
160,161,1333,1,66.0,12.0,2.0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Edward Gallagher,(203)178-1662x6871,"07701 Hernandez Lights
Lake Laurenfort, KY 67671",Product/process development scientist
161,162,1352,1,169.0,,4.0,34,1,0,0,0,0,0,3,0,0,0,0,3,0,1,John Schultz,001-660-063-9637x792,"336 Linda Ridges Suite 957
Riceside, MI 38064",Press sub
162,163,1353,1,224.0,4.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lisa Rodriguez,001-041-927-2239x616,"Unit 1942 Box 6254
DPO AP 91941",Health service manager
163,164,1357,0,222.0,16.0,2.0,20,0,1,1,0,0,0,0,1,0,0,0,1,0,1,Jerome Joyce,254.952.5715,"5763 John Port
North Ninaburgh, FL 23940",Counselling psychologist
164,165,1364,1,477.0,20.0,12.0,68,2,1,5,0,0,1,3,1,0,0,0,5,0,1,Kimberly Valenzuela,1875090667,"1673 Kennedy Forest
Mackstad, TN 56593",Radiation protection practitioner
165,166,1366,1,143.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Andrea Anderson,+1-922-542-5746,"94122 James Tunnel Suite 949
New Cherylberg, WA 26201",Education administrator
166,167,1371,1,295.0,32.0,2.0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,1,James Patterson,001-309-226-9391x402,"1250 King Circle Suite 246
Lake Christopherland, WA 81859",Health physicist
167,168,1392,1,69.0,,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Billy Huang,001-980-787-0877x26754,"48325 Moore Loop
Brentfort, VT 54197",Dispensing optician
168,169,1394,1,275.0,8.0,10.0,62,1,1,1,2,1,2,0,1,1,2,0,6,0,1,Lauren Cabrera,+1-506-034-4860x1772,"67893 Durham Pike Apt. 118
Walkerville, MA 84980","Psychologist, counselling"
169,170,1406,1,54.0,12.0,3.0,24,1,0,0,0,0,1,0,0,0,0,0,1,0,1,Tammy Martinez,(495)614-9159x1153,"Unit 4238 Box 4963
DPO AE 75061","Therapist, horticultural"
170,171,1411,0,201.0,,6.0,54,3,1,0,0,1,0,1,0,0,0,0,1,0,1,Gregg Ross,+1-627-323-6565x23209,"91820 Darlene Mountains
Zimmermanmouth, VA 65172","Development worker, community"
171,172,1442,1,149.0,8.0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mr. Thomas Rodriguez,001-143-332-5298x80535,"PSC 1740, Box 3757
APO AA 73686",Homeopath
172,173,1455,1,364.0,14.0,8.0,54,2,2,2,0,0,1,1,1,0,0,0,3,0,1,Katelyn Martin,+1-535-888-5999,"99605 Zamora Mill
New Melissa, GA 15805",Customer service manager
173,174,1474,0,86.0,14.0,5.0,40,1,0,0,0,2,2,0,0,0,0,1,2,1,0,Jared Cantu,001-186-585-0594,"Unit 0547 Box 9142
DPO AP 60224","Scientist, marine"
174,175,1484,1,151.0,12.0,4.0,34,0,1,0,1,1,0,0,0,0,0,0,0,0,1,Thomas Macdonald,001-810-408-9769x4837,"PSC 0802, Box 1806
APO AE 10113",Private music teacher
175,176,1486,1,229.0,8.0,2.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jeffrey Lam,198.995.0926,"9849 Joe Coves Suite 364
North Wendy, NY 80231",Hydrologist
176,177,1494,1,227.0,2.0,9.0,42,1,0,0,1,0,2,0,0,0,0,0,2,0,1,Theresa Macdonald,(125)534-8615,"069 Mcdonald Extensions
Port Williemouth, AR 77718","Pharmacist, community"
177,178,1496,1,246.0,6.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kristin Blanchard,678.974.7595,"705 Stevens Well Apt. 560
Amandaborough, LA 25335",Counselling psychologist
178,179,1505,1,43.0,10.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Sandra Wallace,133-430-3126,"153 Elizabeth Shoals Apt. 697
New Donaldshire, IN 08358",Medical technical officer
179,180,1515,1,158.0,12.0,,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Andrea Michael,(385)868-9055x61303,"938 Robert Junctions Apt. 868
West Dylan, PA 98184",Architectural technologist
180,181,1518,0,327.0,16.0,2.0,24,0,0,0,1,0,0,1,0,0,0,0,1,0,1,Deanna Johnson,001-692-105-0066x59997,"68439 Howard Fork
Karenview, HI 80997",Naval architect
181,182,1521,1,164.0,2.0,3.0,16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Taylor Williams,092-072-3514,"7629 Mitchell Stream Apt. 815
Brookeland, MT 19624",Chartered accountant
182,183,1526,0,158.0,6.0,9.0,56,1,1,1,1,1,0,3,0,0,0,1,3,1,0,Cassandra Young,575.657.8128x3571,"713 Hill Loaf Apt. 884
Lake Christopher, IL 37531",Automotive engineer
183,184,1529,0,206.0,10.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Mary Flores,001-237-928-7213,"7646 Emily Freeway Apt. 622
Tinafurt, WV 80149",Tourist information centre manager
184,185,1530,1,319.0,4.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kevin Lane,5985978533,"4833 Leah Points
Aaronfurt, MA 40080","Conservation officer, historic buildings"
185,186,1531,0,39.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Diamond Carter,959.923.9293,"16502 Schneider Points
West John, OH 04645",Chemical engineer
186,187,1543,1,295.0,6.0,,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Gina Garcia,+1-806-607-4506x8613,"8314 Joseph Light Suite 079
Port Aliceview, GA 25178",Regulatory affairs officer
187,188,1552,1,178.0,14.0,1.0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Dalton Romero,154-174-6215x75506,"0992 Velasquez Haven Apt. 600
Rachelside, AZ 27904",Public relations officer
188,189,1554,1,128.0,32.0,5.0,48,1,0,1,0,0,0,3,0,0,0,0,3,0,1,Daniel Jenkins,+1-826-881-6178,"Unit 3844 Box 7306
DPO AA 21525","Pharmacist, community"
189,190,1577,1,311.0,2.0,9.0,34,2,1,2,2,0,0,0,0,0,0,0,0,0,1,Barry Watts,708.399.1827,"95533 Guy Ramp
West Anthony, OR 55131",Armed forces technical officer
190,191,1610,0,391.0,8.0,9.0,48,1,1,2,1,3,0,0,0,0,0,0,0,0,1,Amanda Williams,041-219-8665,"PSC 5390, Box 4138
APO AP 52296",Firefighter
191,192,1641,0,,18.0,2.0,22,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Lisa Daniel,559-875-4210x687,"407 Perez Loop Apt. 098
Lake Sean, VA 91437",Sports administrator
192,193,1652,1,97.0,2.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Michael Powell,(886)760-7954,"581 Lynch Light Suite 822
West Erin, HI 36558",Production engineer
193,194,1671,0,250.0,12.0,12.0,36,1,1,3,2,1,3,0,1,1,1,1,6,1,0,Ann Cline,131-604-6408x485,"327 Kirk Greens
Michaelhaven, CA 22155",Database administrator
194,195,1672,1,102.0,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shawn Rodriguez,(728)231-5789x9566,"988 Connie Spur
Kingfort, TX 46341",Sports therapist
195,196,1685,1,273.0,14.0,2.0,20,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Haley Guzman,661-563-1402x71709,"762 Chase Knolls
Deleonberg, KY 83906",Insurance risk surveyor
196,197,1690,1,362.0,14.0,5.0,42,1,0,2,0,1,0,1,1,1,0,0,3,0,1,Kristen Wolf,9237393138,"06679 Sweeney Pines
Jenkinsmouth, VA 18567",Insurance account manager
197,198,1705,0,271.0,12.0,2.0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Brian Stewart,2861791637,"038 Jacobs Springs Apt. 358
Audreyport, ME 86810",Insurance underwriter
198,199,1740,0,24.0,8.0,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pamela Shaffer,281-326-1906x727,"127 Jennifer Creek Apt. 084
West Kathrynmouth, ID 96878",Intelligence analyst
199,200,1741,1,280.0,14.0,2.0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Victoria Paul,960-044-8728,"695 Rivers Stravenue Suite 809
Lake Nicole, MA 49996",Animal nutritionist
200,201,1748,1,203.0,18.0,1.0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Jose Powers,(465)728-2700x9656,"43170 Charles Inlet Apt. 779
Luisview, RI 80183","Psychologist, educational"
201,202,1749,1,304.0,16.0,2.0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Eric Morris,689.228.6552,"3582 Tyler Forest
Lake Larry, NM 61049","Physicist, medical"
202,203,1766,0,164.0,12.0,,24,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Stephanie Morgan,911.902.9023,"PSC 2313, Box 3153
APO AA 40544",Clinical molecular geneticist
203,204,1784,1,32.0,12.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wendy Brooks,001-090-679-2074,"817 Adams Tunnel
Huffmanstad, MN 60528",Furniture conservator/restorer
204,205,1785,1,178.0,30.0,2.0,34,0,0,1,0,0,0,1,0,0,0,0,1,0,1,Jennifer Meyer,+1-263-066-0632,"USS Wu
FPO AE 19915",Bonds trader
205,206,1788,1,130.0,12.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Carla Mcbride,001-397-778-4137x0591,"8635 Clark Lock
Sheltonside, IN 47590",Educational psychologist
206,207,1796,0,177.0,,9.0,76,1,2,2,1,1,2,0,0,0,0,0,2,0,1,Juan Jackson,+1-080-709-4037,"PSC 3483, Box 9898
APO AE 94091",Tree surgeon
207,208,1799,1,90.0,10.0,2.0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Aaron Jackson,527.423.1285x1044,"8061 Shaw Highway
Anthonyburgh, DC 92429",Meteorologist
208,209,1805,1,292.0,14.0,1.0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Alex Morrison,392-491-7294,"2838 Laura Ferry
East Valerieside, WV 86167",Radiation protection practitioner
209,210,1813,1,226.0,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kenneth Garcia,+1-642-611-5910x8202,"730 Cervantes Meadows Apt. 789
Fordtown, IL 92992","Surveyor, building"
210,211,1815,1,73.0,12.0,2.0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Patricia Cook,758-863-9305x8027,"13554 Wilson Motorway Apt. 295
Jameston, NE 32060","Programmer, applications"
211,212,1817,0,123.0,4.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alyssa Sellers,001-640-370-3621x84529,"940 Bush Tunnel Suite 826
Port Laura, AL 84889",Geophysical data processor
212,213,1825,1,432.0,12.0,11.0,76,3,2,2,0,0,1,2,0,0,0,0,3,0,1,Robert Sanchez,(288)253-5761x11261,"436 Torres Gardens Suite 499
South Heathermouth, MD 15790",Legal executive
213,214,1837,1,218.0,22.0,1.0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Chris Davis,001-070-368-6583x7002,"47009 Jaclyn River Apt. 611
Garyborough, WY 02242","Investment banker, corporate"
214,215,1838,1,448.0,12.0,,48,4,5,1,0,0,1,0,1,0,1,0,3,0,1,Stephen Santos,(973)695-5343x59625,"98982 Moore Bypass
Johnsontown, FL 74178",Herpetologist
215,216,1844,1,37.0,,2.0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Jerome Hutchinson,8518746441,"599 Mcguire Drive Suite 585
Garciaside, KS 58655",Lexicographer
216,217,1845,1,246.0,6.0,9.0,40,1,2,4,0,1,0,0,0,0,0,0,0,0,1,Jack Lutz,001-894-015-7865x1948,"8907 Paul Drive Suite 622
Phelpsport, IA 67498",Industrial/product designer
217,218,1846,0,200.0,8.0,3.0,24,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Derrick Alvarez,001-132-256-9972,"276 Brown Green
Patriciaberg, MS 54941","Teacher, special educational needs"
218,219,1858,1,220.0,16.0,3.0,24,1,0,2,0,0,0,0,1,0,0,0,1,0,1,Mark Foster,(492)874-5396,"315 Valerie Park
Port Edward, WY 60577",Tax adviser
219,220,1878,0,238.0,24.0,1.0,24,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Jody Bell,+1-616-595-9462x6155,"226 Peter Haven Suite 669
Brandtmouth, OH 54354",Public house manager
220,221,1886,0,152.0,16.0,9.0,66,0,1,4,0,2,1,1,0,0,0,0,2,0,1,Mr. Jeffrey Gibson,+1-299-973-6420,"74964 Burton Extension Suite 626
Lake Pamelaview, MI 12138",Horticultural consultant
221,222,1889,1,361.0,6.0,6.0,36,1,0,2,0,0,1,1,1,0,1,1,4,1,0,Paul Davidson,(271)076-8268x196,"726 Moss Knolls
Kelseyfurt, FL 86058",Data scientist
222,223,1923,0,60.0,14.0,4.0,32,1,1,2,0,0,0,0,1,0,0,0,1,0,1,Scott Stephens,(414)015-5694,"3510 Chad Meadows Apt. 889
Jamesshire, ND 37711","Producer, television/film/video"
223,224,1941,0,438.0,,11.0,76,4,0,2,4,0,0,0,1,0,0,0,1,0,1,Andre Mccoy,+1-560-219-6684x2829,"612 Harris Springs
Fullerland, OH 96856",Clinical biochemist
224,225,1960,1,58.0,2.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sarah Copeland,001-916-841-3803x867,"72782 Samantha Turnpike Apt. 568
Buchananbury, NE 72986","Engineer, manufacturing systems"
225,226,1962,0,61.0,10.0,3.0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Julie Ingram,+1-470-776-0880x371,"75988 Brock Bypass
Hernandezburgh, CT 96909","Accountant, chartered certified"
226,227,1977,1,194.0,,2.0,22,0,0,0,0,0,2,0,0,0,0,0,2,0,1,Charles Hill,676-900-6704x283,"616 Casey Turnpike
Port Patricktown, NY 27230",Horticultural therapist
227,228,1984,1,239.0,8.0,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Glen Ritter,001-655-069-9428x30001,"86800 Brooke Run Apt. 039
North Douglas, FL 77279",Chief of Staff
228,229,2020,1,68.0,16.0,1.0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Justin Nichols,820-447-7933x98487,"560 Moore Mews Suite 401
Bradleyview, OH 96229",Purchasing manager
229,230,2046,1,88.0,16.0,1.0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Daniel Lang,1400894965,"945 Smith Light
New Noahton, MI 61384",Retail buyer
230,231,2052,1,,14.0,1.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Michael Yang,264-971-0601x679,"135 Beth Points
Shelbyville, KS 32260",Actuary
231,232,2062,0,363.0,14.0,7.0,42,1,2,1,1,1,0,1,0,0,0,0,1,0,1,Kimberly Ramirez,700.414.5746,"72698 Cline Stravenue Suite 012
Janetview, ID 23313","Engineer, petroleum"
232,233,2065,1,234.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Carol Jones,(340)568-1194x3650,"398 Bryan Island
North Stephaniebury, KS 90328",Artist
233,234,2068,1,191.0,6.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gabriel Mendoza,(500)123-2150x726,"3474 Crystal Overpass Apt. 798
Smithfort, NH 58835","Journalist, newspaper"
234,235,2073,1,178.0,26.0,2.0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Stacey Berry,(815)416-3075x59634,"466 Garcia Circles
South Brittneyside, ID 10353","Engineer, maintenance"
235,236,2074,1,146.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Alexander Smith,153.835.0732x89646,"417 Cheyenne Mountains Apt. 089
Millermouth, DC 83332",Legal secretary
236,237,2079,0,374.0,36.0,11.0,66,3,1,2,1,2,0,2,0,0,0,0,2,0,1,Kylie Blair,+1-412-991-3868x674,"4040 Jonathan Vista
North Christina, RI 43386",Pharmacologist
237,238,2081,0,109.0,14.0,2.0,20,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Nancy Solomon,(894)091-2936,"6835 Eric Ranch
Adamstown, WV 41160",Hydrologist
238,239,2096,1,120.0,14.0,1.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Jennifer Phillips,(792)042-8027,"256 Larson Mill Suite 956
Stevensborough, MI 86835",Research scientist (medical)
239,240,2099,1,210.0,16.0,1.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Kristen Daniel,456.844.5133x8515,"20547 Kerr Village Apt. 076
Aliceland, HI 30567",Geochemist
240,241,2108,0,282.0,14.0,,18,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Danielle Montgomery,855.087.3264x763,"2496 Karen Roads Apt. 583
Pattersonside, GA 09012",Licensed conveyancer
241,242,2119,1,260.0,32.0,1.0,32,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Ashley Harrington,026-932-8719x7785,"PSC 7595, Box 6656
APO AA 71562","Teacher, music"
242,243,2121,1,340.0,12.0,6.0,30,2,1,1,0,0,0,1,0,0,0,0,1,0,1,Christopher Stuart,001-633-371-8831x156,"388 Angelica Ford Suite 033
West Kathleenport, OK 72288","Doctor, general practice"
243,244,2124,1,441.0,10.0,12.0,72,2,1,0,2,1,2,3,0,0,0,1,5,1,0,Amy Romero,468-517-8381,"USNS Taylor
FPO AA 65292",Financial adviser
244,245,2171,0,95.0,8.0,2.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ricardo Hill,001-082-837-0872x829,"38908 Bryan Grove Apt. 207
Port Benjamin, NM 32049",Production manager
245,246,2172,0,34.0,10.0,2.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Marissa Johnson,(955)888-6246,"412 Daniel Tunnel Suite 052
South Lindaland, SD 48930",Information officer
246,247,2183,1,125.0,32.0,1.0,32,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Travis Jacobs,148-781-9726x6170,"Unit 6197 Box 9315
DPO AE 33594",Product manager
247,248,2184,1,329.0,14.0,3.0,24,0,0,1,0,0,2,0,0,0,0,0,2,0,1,Mary Russell,(074)248-9808,"64290 Christopher Crossing
West David, MI 78832",Oncologist
248,249,2185,1,,16.0,1.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Travis Foster,001-935-462-8832x9119,"0706 Theresa Prairie Apt. 837
Caseyshire, MN 74558","Optician, dispensing"
249,250,2198,1,96.0,26.0,2.0,28,0,0,0,0,1,0,1,0,0,0,0,1,0,1,Eric Le,+1-674-119-7102,"3748 Scott Stravenue
West Jesse, IA 65756",Production engineer
250,251,2203,1,173.0,20.0,2.0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Molly Blake,001-029-289-5338x7858,"69467 Denise Shores Apt. 695
South Alec, AR 16072","Nurse, adult"
251,252,2204,1,364.0,,8.0,60,0,1,3,0,0,1,3,0,0,0,0,4,0,1,Edward Ramirez,3301468793,"89651 Janet Mall Apt. 964
West Valerieshire, NH 71500",Prison officer
252,253,2213,0,212.0,16.0,5.0,38,1,0,1,2,0,0,1,1,0,0,1,2,1,0,Bradley Brown,+1-699-993-1647,"Unit 2473 Box 8129
DPO AP 51121",Estate agent
253,254,2226,1,124.0,16.0,2.0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Mary Wilson,242.185.7345,"17971 Howard Port
Simonfurt, FL 32187","Psychologist, sport and exercise"
254,255,2227,1,167.0,18.0,5.0,32,1,0,1,3,0,0,0,0,0,0,0,0,0,1,Dean Martin,(789)511-7715x551,"7000 Holly Station
Donnabury, CA 76216",Production engineer
255,256,2238,1,80.0,12.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jeremy Torres,689-673-3895x898,"6086 Brian Mission Apt. 332
Stokeston, MD 82114",Chartered accountant
256,257,2245,1,318.0,8.0,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jennifer Miller,118-812-5139,"4221 Black Bridge
Port Shannonborough, ME 37106","Designer, textile"
257,258,2253,1,260.0,12.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Johnny Johnson,250.756.7051,"382 Hancock Crossing Apt. 641
Hillville, NC 91966","Therapist, sports"
258,259,2262,0,148.0,6.0,4.0,20,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Jonathan Navarro,731-836-0181,"10113 Raymond River Suite 362
Yvonneview, MS 67095","Conservation officer, historic buildings"
259,260,2263,0,243.0,4.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Catherine Morales,296-139-4631,"320 Li Cliffs
Andersonport, AR 01385",Academic librarian
260,261,2268,0,40.0,22.0,1.0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Drew Smith,046.048.9428,"041 Romero Brooks
South Lindsay, VA 61773","Lecturer, higher education"
261,262,2294,1,121.0,12.0,5.0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Mrs. Stacy Gibson,0035682657,"281 Robert Cape
New Raymondstad, TN 56312",English as a foreign language teacher
262,263,2296,1,384.0,10.0,8.0,46,3,0,1,1,1,1,0,0,0,0,0,1,0,1,Lindsey Moore,524-850-1614x869,"91331 Bishop Courts Apt. 705
Marshallfurt, MA 23360","Engineer, materials"
263,264,2299,1,90.0,10.0,5.0,38,0,0,2,0,0,0,1,1,0,0,0,2,0,1,Randall Cordova,(469)943-3800x10268,"543 Shaw Fields
New Allisonchester, SC 75191",Haematologist
264,265,2304,1,107.0,14.0,6.0,36,1,0,2,0,2,0,1,0,0,0,0,1,0,1,Chris Jackson,+1-266-322-5890x262,"8553 Riggs Center Apt. 537
North Louisview, WA 01096",Musician
265,266,2313,1,53.0,12.0,2.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Carmen Nguyen,678.921.4701x440,"USNS Wolfe
FPO AP 96572",Housing manager/officer
266,267,2324,1,232.0,10.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Isaiah Walker,800-651-1752x7086,"Unit 5291 Box 6338
DPO AE 09152",Government social research officer
